number,latitude,longitude
315,-74.00482608111402,40.70966067972702
316,-74.00425299960877,40.71016624015645
317,-74.0080998190447,40.7119944038563
318,-74.00766570424969,40.71253264178373
319,-74.00737534425913,40.71057886763499
320,-74.00775834282095,40.71080528491494
321,-74.00676736802522,40.71150206362465
322,-74.00722450372827,40.7130552726323
323,-74.00647921408098,40.71123006291914
324,-74.00559862332416,40.7103969655064
325,-74.00558932964138,40.71217005364708
326,-74.00543047900949,40.712203695323275
327,-74.0052756197147,40.71224943946039
328,-74.00512712561249,40.71230677267762
329,-74.00498716700179,40.71237485743041
330,-74.00485768104468,40.712452541014294
331,-74.00509364641424,40.71097736639168
332,-74.00429113830165,40.712907825665475
333,-74.00421405324364,40.71298074285379
334,-74.00754375953534,40.71543282477919
335,-74.00709728867837,40.71599826553846
336,-74.00678194883716,40.71360615264843
337,-74.00630969543191,40.71416582693897
338,-74.00588849692089,40.71467728512652
339,-74.00541948412457,40.71523605680986
340,-74.00658647746484,40.71576636048397
341,-74.00497612854684,40.715759939668104
342,-74.00481860683583,40.71347500036376
343,-74.0043998987042,40.71399166700264
344,-74.00316110421471,40.70623201423414
345,-74.00232930203116,40.706708207354765
346,-74.00274412949514,40.707216130697255
347,-74.00169952404522,40.70774747588945
348,-74.00340211352726,40.70808367462084
349,-74.00310838309694,40.707671410904496
350,-74.0025025398103,40.70884562913811
351,-74.00189948329663,40.7082729228216
352,-74.00166466889323,40.70952276284875
353,-74.00162290694097,40.709560434520554
354,-74.00086011092458,40.70879094708063
355,-74.00145719706575,40.70787026210991
356,-74.00048354074384,40.70835086230679
357,-74.00310471592036,40.71074642197199
358,-74.00397461183525,40.71039317614641
359,-74.00417017682298,40.71099275005417
360,-74.00421824702133,40.7110115401621
361,-74.00426161473246,40.71103607658352
362,-74.00429910479012,40.71106569298953
363,-74.00432970414079,40.71109958886985
364,-74.00435258077938,40.71113684393935
365,-74.00436711688764,40.711176450554504
366,-74.00437291712082,40.71121733532456
367,-74.00436982517967,40.71125839062857
368,-74.00435792499758,40.71129850343126
369,-74.00433753956158,40.71133658770178
370,-74.00430921908192,40.711371610529284
371,-74.00427373271174,40.71140262454203
372,-74.00405900736887,40.71313478976044
373,-74.00390346329937,40.710472578425104
374,-74.00383933710923,40.71055537174887
375,-74.00378251017781,40.71064119771689
376,-74.00373323102029,40.710729683520334
377,-74.00369171265311,40.710820445544414
378,-74.00365813496049,40.71091309026847
379,-74.0039532210564,40.71095834018627
380,-74.0039863369605,40.71241132209286
381,-74.00390976980783,40.71243227059601
382,-74.0038475213927,40.712439143589435
383,-74.00378527257449,40.7124391456531
384,-74.00369488097606,40.7124277121048
385,-74.00324295072807,40.7117150255569
386,-74.00320982069347,40.71173838303179
387,-74.00317271651348,40.711757979173406
388,-74.00313237189674,40.71177342673847
389,-74.00308957972972,40.71178442042906
390,-74.00304518734309,40.71179074499809
391,-74.00300006692511,40.71179227434948
392,-74.0029551107874,40.71178897964313
393,-74.0029112041451,40.71178092479309
394,-74.00283916788266,40.71175447859278
395,-74.00277414884978,40.711715109849685
396,-74.00272187492837,40.71166490762506
397,-74.00268635807478,40.711607753043744
398,-74.00266898304866,40.71154834675501
399,-74.00250294197593,40.711362061827145
400,-74.002459068493,40.71157008975955
401,-74.00159266334542,40.71164955706813
402,-74.00235462133553,40.71141676017855
403,-74.00224364583865,40.711266108746166
404,-74.00212626156318,40.71111829753337
405,-74.00200259279974,40.71097348410797
406,-74.00187277330208,40.710831822435026
407,-74.00173693918681,40.710693463777744
408,-74.0015952372168,40.7105585566972
409,-74.00144781888422,40.71042724525181
410,-74.0012948415939,40.71029966899716
411,-74.00113646747984,40.7101759638868
412,-74.00281979432572,40.71201336688836
413,-74.00087276372759,40.71169696766126
414,-74.0036028043589,40.71364543042414
415,-74.00402022995245,40.71455893940966
416,-74.0030937409378,40.71395777828009
417,-74.00340361849241,40.71415051478915
418,-74.00321983104348,40.71403623629737
419,-74.00318118855138,40.71470655029642
420,-74.00302949478402,40.71558506522659
421,-74.00211455796966,40.71515891017339
422,-74.0028072343753,40.715886192478074
423,-74.00259803815077,40.71431272671852
424,-74.00242728657241,40.71462671140153
425,-74.0013136857399,40.714787443578494
426,-74.00168306195309,40.71574412289317
427,-74.00074652384964,40.714510352609274
428,-74.0014273148609,40.70941367183279
429,-74.00013109236026,40.70791326706474
430,-74.0000139175223,40.70798248672979
431,-73.99981193941406,40.708442614444344
432,-73.99986942711763,40.708569514547165
433,-73.99919145257768,40.70847259877792
434,-73.99930055871356,40.70850299174207
435,-73.99937484916211,40.7085236859144
436,-73.99947322351882,40.70855107995397
437,-73.99954072263884,40.70858357068301
438,-73.99960501369294,40.708618834935564
439,-73.9996384922414,40.70864947043244
440,-73.99967499899901,40.70869397379856
441,-73.99969835857833,40.70873078675461
442,-73.99901222085434,40.708560033404495
443,-74.0005098611739,40.71098426960629
444,-74.00062025073387,40.71108198349076
445,-74.00071409660556,40.71119213342573
446,-74.00078801415415,40.711312107993145
447,-74.00083962458969,40.71143865640454
448,-74.00086781533645,40.7115681586448
449,-73.99970165837011,40.71178044792595
450,-73.99888718732892,40.712598565871126
451,-73.99867770898868,40.711878407277425
452,-73.9982255086107,40.71324346091981
453,-73.99798485387625,40.71272772105185
454,-73.99776996837345,40.711970596561294
455,-73.99711718960323,40.71279973623678
456,-74.00093174382697,40.7132632523402
457,-74.00125702007944,40.71349677864002
458,-74.00045463073653,40.714365047775615
459,-74.00078955239042,40.715290968710256
460,-74.00052734961324,40.71517005869268
461,-74.0005783921131,40.71557090258745
462,-74.00013820968468,40.71619973024124
463,-73.99955680461186,40.71392522051882
464,-73.99959267219198,40.71445106470542
465,-73.99879508125672,40.714501874921424
466,-73.99886659022607,40.71499459889199
467,-73.99849156553071,40.71563277722254
468,-73.99799438984473,40.71367874049061
469,-73.99795172052704,40.7136298528262
470,-73.99790454577057,40.71358342255691
471,-73.99785311054725,40.71353969101856
472,-73.9977976811297,40.71349888243776
473,-73.99773854272338,40.71346120933479
474,-73.99767600183455,40.71342686441946
475,-73.99803530495666,40.71482456235057
476,-73.997300288651,40.71346829771525
477,-73.99771916740876,40.71535685717149
478,-73.99698375269494,40.71654054291197
479,-73.99458454705136,40.71369042096983
480,-73.99757283764055,40.714078012407384
481,-73.99716462447765,40.714634224037056
482,-73.99606134394419,40.70920456867693
483,-73.99402179854556,40.70948500801045
484,-73.99694730405561,40.71207168702429
485,-73.99436069421073,40.712308342630756
486,-73.99445971214274,40.713021425764374
487,-73.99410214448716,40.710086805608704
488,-73.9941429432004,40.710558660084516
489,-73.99426516495012,40.711593054167786
490,-73.99426513065549,40.71159276780369
491,-73.9942221069373,40.71122865313501
492,-73.99686561340074,40.715057817249296
493,-73.99484048924293,40.71420935187144
494,-73.99450033477123,40.714231164496454
495,-73.99420842842925,40.713727872903306
496,-73.99457797177402,40.71508676108672
497,-73.99427445670298,40.71562161347863
498,-73.99384096496654,40.71307645153904
499,-73.99414039105886,40.71426893215532
500,-73.99395033560786,40.71429083174308
501,-73.99495472317896,40.715856471354826
502,-73.99369955084127,40.716747617403584
503,-73.99347920522567,40.712382038890915
504,-73.99394456260964,40.71374403249434
505,-73.9929436296557,40.7138305955955
506,-73.99340073308728,40.71535475452305
507,-73.99301588418976,40.71435562459953
508,-73.99310362934403,40.71170002424756
509,-73.99260241876631,40.71080013973136
510,-73.99190950925463,40.70980694397737
511,-73.9918344843058,40.70981932790957
512,-73.98978970704412,40.71009304159594
513,-73.98945101684886,40.71013729728303
514,-73.99361384786222,40.71309127957796
515,-73.99262261776707,40.71316858318442
516,-73.99282208696339,40.71647842157115
517,-73.99272266389856,40.71384440467493
518,-73.99282173463267,40.71436523010845
519,-73.99253679074613,40.71245717428913
520,-73.99246827721707,40.71385682436247
521,-73.99256242157465,40.714388077606415
522,-73.99259915889157,40.71511310787616
523,-73.99201357799858,40.71623550973706
524,-73.99239157017615,40.71319081075643
525,-73.99226747457104,40.712467557411955
526,-73.99012543439491,40.71338236637801
527,-73.99213486482337,40.714419801186395
528,-73.99238258859222,40.71504772570619
529,-73.9917962590303,40.71617003637112
530,-73.99188986319511,40.71489866659508
531,-73.99122551104298,40.71448664339018
532,-73.9913094202137,40.7160230463913
533,-73.99113282082077,40.71466862943536
534,-73.99055802401342,40.7157942396121
535,-73.99075515363099,40.71455407281728
536,-73.9899716723961,40.71264633878628
537,-73.98859973854482,40.71351091735789
538,-73.9901890208782,40.71405323321214
539,-73.99022012638989,40.71440494010887
540,-73.99022751037724,40.71449166889194
541,-73.9902215565611,40.71457875674551
542,-73.99020235982805,40.71466442967025
543,-73.98975418256737,40.7155523478567
544,-73.98993758115738,40.711210723652755
545,-73.98973389851008,40.711242880918654
546,-73.98949203993492,40.711266794672056
547,-73.9891546381125,40.71670864708195
548,-73.98933656558283,40.71413337577776
549,-73.98870191271887,40.71418554124509
550,-73.98848372224838,40.71276927233533
551,-73.98706137421941,40.71363728546778
552,-73.98692615423636,40.7129029038466
553,-73.9851140657354,40.7137867510009
554,-73.98716535315268,40.71431213063642
555,-73.98478406152437,40.71122878939354
556,-73.98470278705355,40.71070201581508
557,-73.9839136646329,40.71130333240445
558,-73.98485280956832,40.711698142865444
559,-73.98495042028856,40.712355530272205
560,-73.98377464383998,40.712489618684465
561,-73.98383902439294,40.710775082309524
562,-73.983254292269,40.71081563878895
563,-73.9836146213901,40.71132564090549
564,-73.98331769661236,40.711341835369076
565,-73.98505770256108,40.71307771773416
566,-73.98388229543778,40.713198803910394
567,-73.98470685955108,40.71451206778874
568,-73.98534404500255,40.714461578006656
569,-73.98425853672161,40.71520957869957
570,-73.98501239018654,40.71543775155239
571,-73.98333838579366,40.714932560289185
572,-73.98364574460355,40.71612280248868
573,-73.9828520967519,40.71588431024901
574,-73.98150806155199,40.71083190490281
575,-73.98081575463432,40.710883885262206
576,-73.98056334905145,40.71090283559582
577,-73.98062039543196,40.71153345491276
578,-73.98059178499102,40.711029614307435
579,-73.98164975783149,40.71446143564079
580,-73.98092383597515,40.71426465517145
581,-73.98116855227278,40.71538050344563
582,-73.98087912896334,40.715919822666464
583,-73.98085305535635,40.71355479802988
584,-73.97996198863744,40.71397269937026
585,-73.9803106279982,40.7151222520453
586,-73.9800372500614,40.715651542929436
587,-73.97928983431207,40.71376171687863
588,-73.97949553967399,40.7148898861489
589,-73.97921589035754,40.715401677067675
590,-73.97801701759464,40.71240752718828
591,-73.97758682594122,40.71325350096933
592,-73.97780677016335,40.712401516462016
593,-73.97774511654787,40.7125152372542
594,-73.97738035943887,40.71318802048382
595,-73.97723983315821,40.71548515887716
596,-73.97645701927767,40.71529858681396
597,-74.01643981196817,40.716299800890155
598,-74.01643594315601,40.71645366261068
599,-74.01641553001947,40.71660753569321
600,-74.01637861822275,40.71675988025016
601,-74.01632557417483,40.71690918335672
602,-74.0162570838579,40.717053977062506
603,-74.01619525774493,40.71716503938152
604,-74.01612533189308,40.71727328510443
605,-74.01604752632507,40.71737837199208
606,-74.01596208592518,40.71747996770658
607,-74.01586928280724,40.717577751611884
608,-74.0157694068471,40.71767141657672
609,-74.01568862729941,40.717741645781636
610,-74.01560284751403,40.717808355513384
611,-74.01551233492033,40.71787133950806
612,-74.01541736642243,40.71793040410784
613,-74.01531823550043,40.717985367359745
614,-74.01521524865923,40.71803605811571
615,-74.0151087218797,40.71808232233683
616,-74.01499898416705,40.718124016789375
617,-74.01521882888426,40.71601472316042
618,-74.01477642352866,40.7163794423956
619,-74.01429568274281,40.71699191302046
620,-74.01502363521321,40.716492451441276
621,-74.01454296323419,40.71710441699405
622,-74.01405702724595,40.71772055409506
623,-74.01382654353165,40.717615730222285
624,-74.01162676877037,40.71660204947504
625,-74.01255984895954,40.71703378208039
626,-74.01083359755609,40.71692527490191
627,-74.01069289372644,40.71746996156924
628,-74.01052622356738,40.718114579992154
629,-74.01040126753223,40.718802030711025
630,-74.00963499013797,40.71733254708225
631,-74.00949386633957,40.71799488391699
632,-74.00920540202162,40.7161879528296
633,-74.00911537837763,40.71692060603794
634,-74.00933022043078,40.71869148674839
635,-74.00999155728188,40.71737735218373
636,-74.00906353857586,40.71726457796449
637,-74.00900019519376,40.717597393432634
638,-74.00894243556112,40.717924841378036
639,-74.0088830546024,40.718266364375474
640,-74.00881970307861,40.718641098435654
641,-74.00753594008084,40.71766123668853
642,-74.00837831301041,40.716587491304395
643,-74.00795703382748,40.717122307127305
644,-74.01029353328084,40.71945098379922
645,-74.01018240356603,40.72011503947866
646,-74.01099406574964,40.720203151749246
647,-74.01007045259186,40.720755572851075
648,-74.00991911687707,40.721462459002886
649,-74.0093068882613,40.720685478400355
650,-74.009180840299,40.721399979851704
651,-74.00874728416845,40.719028935549616
652,-74.00869937442282,40.719296075419585
653,-74.00858371862104,40.719951934371295
654,-74.00847090013296,40.72060917162039
655,-74.00834508101948,40.72132179008161
656,-74.01068283133893,40.721523526267276
657,-74.010561301523,40.722201657154045
658,-74.01045182476646,40.722859264147985
659,-74.01034155471635,40.72351387235444
660,-74.01022308942329,40.724169264568026
661,-74.00977015117452,40.72212147360388
662,-74.00965379306948,40.72278459154659
663,-74.00953456382804,40.72343330050048
664,-74.00905742127118,40.72205700136963
665,-74.00823205509717,40.72196648829606
666,-74.01007001170694,40.725044346939406
667,-74.0100533854098,40.725244451420025
668,-74.00934052454748,40.72457032728642
669,-74.00992203929738,40.72598690550359
670,-74.00990680739265,40.72607224805225
671,-74.00962305701638,40.72755692222073
672,-74.00942574693937,40.72408887300365
673,-74.00931760488216,40.724701551338526
674,-74.00855774946103,40.72400435415627
675,-74.00910673665516,40.725914057758864
676,-74.0090937379168,40.72598639397271
677,-74.00896796780617,40.72674605787803
678,-74.00864380595742,40.72422131642057
679,-74.00836102293326,40.725841461256515
680,-74.00793752274772,40.723516089329564
681,-74.00834817744375,40.72591512382547
682,-74.00948794292111,40.72826385982523
683,-74.0093496203989,40.728987555928654
684,-74.00920815729035,40.72970648025031
685,-74.00884511385952,40.727470157548616
686,-74.00872442356493,40.72819516636618
687,-74.00859272132094,40.728915277940914
688,-74.00840015910502,40.72962826982642
689,-74.00907045548662,40.73043417318204
690,-74.00892561399868,40.73115506849208
691,-74.00878392848826,40.73187289257422
692,-74.00820088199494,40.730350365038255
693,-74.00800674931206,40.73106707533612
694,-74.0098001531086,40.73320367162209
695,-74.00986909300586,40.732450642807926
696,-74.0086333433884,40.732643117649005
697,-74.00855364212913,40.73340091018981
698,-74.00849166334874,40.734094369900156
699,-74.00846236493082,40.73447653773303
700,-74.00843635280468,40.734814321064086
701,-74.00830847982917,40.73619215324486
702,-74.0082532058517,40.73696018040954
703,-74.00820601874663,40.737553816398744
704,-74.00815390509547,40.73814168942036
705,-74.00810315436513,40.73875862164816
706,-74.00873392863657,40.74147035942603
707,-74.00820401888565,40.74214751843779
708,-74.00624902081273,40.71707571205463
709,-74.00667419325339,40.71653207725437
710,-74.00705196296943,40.71826903953926
711,-74.00577729818428,40.717676647041976
712,-74.00659361249839,40.71886217854009
713,-74.00453350069091,40.71627991253935
714,-74.0053236973802,40.71827334681459
715,-74.00402602662001,40.71687101725149
716,-74.00517420306635,40.719004594673365
717,-74.00484486691086,40.71885301627454
718,-74.00419822744367,40.716670449488895
719,-74.00783355206232,40.720875703664554
720,-74.00700417980511,40.720475867790306
721,-74.00773512216625,40.72083147458544
722,-74.00762036637104,40.72080068751034
723,-74.00749438164948,40.72078778247193
724,-74.00736472777555,40.72079552351464
725,-74.00724022236541,40.720824080268216
726,-74.00712895130091,40.72087086328349
727,-74.00703667218336,40.720931200402966
728,-74.00696603093799,40.720999574089525
729,-74.00693633859068,40.71912665525282
730,-74.00680843778018,40.71977749823317
731,-74.00669456196273,40.72043720931955
732,-74.00643194990266,40.71908199313374
733,-74.00613456771055,40.7194457973171
734,-74.00642808896337,40.72040543561369
735,-74.00593965598165,40.71969400604169
